Date,SPX INDEX,10 YR GOVT BONDS,VIX INDEX,TIPS ETF
4/26/2018,2666.94,2.9809,16.24,112.16
4/27/2018,2669.91,2.9568,15.41,112.52
4/30/2018,2648.05,2.9531,15.93,112.61
5/1/2018,2654.8,2.9644,15.49,111.79
5/2/2018,2635.67,2.9663,15.97,111.93
5/3/2018,2629.73,2.9458,15.9,112.07
5/4/2018,2663.42,2.9497,14.77,112.1
5/7/2018,2672.63,2.9497,14.75,112.12
5/8/2018,2671.92,2.976,14.71,111.92
5/9/2018,2697.79,3.0042,13.42,111.85
5/10/2018,2723.07,2.9622,13.23,112.07
5/11/2018,2727.72,2.9695,12.65,112.07
5/14/2018,2730.13,3.0024,12.93,111.79
5/15/2018,2711.45,3.0723,14.63,111.43
5/16/2018,2722.46,3.0964,13.42,111.27
5/17/2018,2720.13,3.1112,13.43,111.06
5/18/2018,2712.97,3.0559,13.42,111.36
5/21/2018,2733.01,3.0596,13.08,111.4
5/22/2018,2724.44,3.0597,13.22,111.35
5/23/2018,2733.29,2.9935,12.58,111.67
5/24/2018,2727.76,2.977,12.53,111.8
5/25/2018,2721.33,2.9313,13.22,111.96
5/29/2018,2689.86,2.781,17.02,112.62
5/30/2018,2724.01,2.855,14.94,112.41
5/31/2018,2705.27,2.8586,15.43,112.48
6/1/2018,2734.62,2.9022,13.46,111.98
6/4/2018,2746.87,2.9424,12.74,111.75
6/5/2018,2748.8,2.9277,12.4,112
6/6/2018,2772.35,2.9717,11.64,111.76
6/7/2018,2770.37,2.9204,12.13,112.1
6/8/2018,2779.03,2.9461,12.18,111.91
6/11/2018,2782,2.9516,12.35,111.91
6/12/2018,2786.85,2.9608,12.34,111.82
6/13/2018,2775.63,2.9663,12.94,111.75
6/14/2018,2782.49,2.9351,12.12,112.04
6/15/2018,2779.66,2.9205,11.98,112.08
6/18/2018,2773.75,2.9169,12.31,112.17
6/19/2018,2762.59,2.8967,13.35,112.35
6/20/2018,2767.32,2.9389,12.79,112.04
6/21/2018,2749.76,2.8967,14.64,112.24
6/22/2018,2754.88,2.8949,13.77,112.4
6/25/2018,2717.07,2.8803,17.33,112.45
6/26/2018,2723.06,2.8766,15.92,112.61
6/27/2018,2699.63,2.8256,17.91,112.98
6/28/2018,2716.31,2.8365,16.85,112.83
6/29/2018,2718.37,2.8601,16.09,112.87
7/2/2018,2726.71,2.8711,15.6,112.48
7/3/2018,2713.22,2.8309,16.14,112.72
7/5/2018,2736.61,2.8291,14.97,112.85
7/6/2018,2759.82,2.8217,13.37,113.01
7/9/2018,2784.17,2.8564,12.69,112.78
7/10/2018,2793.84,2.8491,12.64,112.61
7/11/2018,2774.02,2.8491,13.63,112.73
7/12/2018,2798.29,2.8454,12.58,112.64
7/13/2018,2801.31,2.8271,12.18,112.86
7/16/2018,2798.43,2.8582,12.83,112.56
7/17/2018,2809.55,2.86,12.06,112.41
7/18/2018,2815.62,2.8692,12.1,112.23
7/19/2018,2804.49,2.838,12.87,112.39
7/20/2018,2801.83,2.8931,12.86,112.12
7/23/2018,2806.98,2.9541,12.62,111.59
7/24/2018,2820.4,2.9486,12.41,111.65
7/25/2018,2846.07,2.9746,12.29,111.67
7/26/2018,2837.44,2.9764,12.14,111.56
7/27/2018,2818.82,2.9542,13.03,111.73
7/30/2018,2802.6,2.9728,14.26,111.67
7/31/2018,2816.29,2.9598,12.83,111.84
8/1/2018,2813.36,3.0064,13.15,111.1
8/2/2018,2827.22,2.9859,12.19,111.16
8/3/2018,2840.35,2.9488,11.64,111.38
8/6/2018,2850.4,2.9395,11.27,111.4
8/7/2018,2858.45,2.973,10.93,111.25
8/8/2018,2857.7,2.96,10.85,111.26
8/9/2018,2853.58,2.9258,11.27,111.52
8/10/2018,2833.28,2.8732,13.16,111.88
8/13/2018,2821.93,2.8786,14.78,111.86
8/14/2018,2839.96,2.8985,13.31,111.72
8/15/2018,2818.37,2.8623,14.64,111.94
8/16/2018,2840.69,2.8659,13.45,111.87
8/17/2018,2850.13,2.8605,12.64,111.92
8/20/2018,2857.05,2.819,12.49,112.14
8/21/2018,2862.96,2.8298,12.86,112.07
8/22/2018,2861.82,2.8189,12.25,112.31
8/23/2018,2856.98,2.8261,12.41,112.4
8/24/2018,2874.69,2.8098,11.99,112.51
8/27/2018,2896.74,2.8459,12.16,112.34
8/28/2018,2897.52,2.8804,12.5,112.12
8/29/2018,2914.04,2.884,12.25,112.12
8/30/2018,2901.13,2.855,13.53,112.22
8/31/2018,2901.52,2.8604,12.86,112.09
9/4/2018,2896.72,2.8985,13.16,111.55
9/5/2018,2888.6,2.9022,13.91,111.44
9/6/2018,2878.05,2.8731,14.65,111.54
9/7/2018,2871.68,2.9388,14.88,111.22
9/10/2018,2877.13,2.9314,14.16,111.25
9/11/2018,2887.89,2.9755,13.22,111.02
9/12/2018,2888.92,2.9626,13.14,111.12
9/13/2018,2904.18,2.97,12.37,110.96
9/14/2018,2904.98,2.9959,12.07,110.76
9/17/2018,2888.8,2.9867,13.68,110.78
9/18/2018,2904.31,3.0551,12.79,110.55
9/19/2018,2907.95,3.0626,11.75,110.43
9/20/2018,2930.75,3.0626,11.8,110.58
9/21/2018,2929.67,3.0628,11.68,110.59
9/24/2018,2919.37,3.0889,12.2,110.48
9/25/2018,2915.56,3.0964,12.42,110.44
9/26/2018,2905.97,3.048,12.89,110.63
9/27/2018,2914,3.0518,12.41,110.67
9/28/2018,2913.98,3.0612,12.12,110.62
10/1/2018,2924.59,3.0836,12,110.19
